Env,Pedigree,Female,Male,RA,RO,Rep,Test,DY,PH,GY
20CS,A05071/R05405,A05071,R05405,6,222,1,SCHV,87,170.18,7384.165847
20CS,A11076/RTx2918,A11076,RTx2918,25,5,2,SCHT,87,116.84,7384.437093
20CS,AKS119/R08304,AKS119,R08304,10,204,1,SCHV,82,157.48,7387.230293
20CS,A03093/R02107,A03093,R02107,21,25,2,SCHT,83,137.16,7391.760727
20CS,A08134/R02107,A08134,R02107,19,201,2,SCHV,76,152.4,7393.250055
20CS,AKS117/R01302,AKS117,R01302,10,222,1,SCHV,83,142.24,7396.385782
20CS,A01362/RTx2937,A01362,RTx2937,20,216,2,SCHV,81,124.46,7399.424995
20CS,A03032/R04060,A03032,R04060,3,33,1,SCHT,91,114.3,7400.369309
20CS,ATx2923/R03248,ATx2923,R03248,16,33,2,SCHT,87,127,7406.194783
20CS,ATx2930/R08303,ATx2930,R08303,13,193,1,SCHV,78,132.08,7414.280428
20CS,A01021/RTx2943,A01021,RTx2943,24,198,2,SCHV,75,157.48,7414.420467
20CS,ATx3408/R12145,ATx3408,R12145,16,226,2,SCHV,87,152.4,7415.071456
20CS,A03093/R05386,A03093,R05386,16,210,2,SCHV,86,127,7415.673243
20CS,ATx2923/RTx2936,ATx2923,RTx2936,12,9,1,SCHT,84,139.7,7436.705509
20CS,A03017/RTx2920,A03017,RTx2920,3,223,1,SCHV,84,127,7447.432961
20CS,A03040/RTx2913,A03040,RTx2913,16,218,2,SCHV,78,160.02,7449.782075
20CS,A08134/R04060,A08134,R04060,20,15,2,SCHT,81,144.78,7455.565285
20CS,A06035/RTx2943,A06035,RTx2943,14,220,2,SCHV,83,134.62,7458.392549
20CS,ATx2934/R08297,ATx2934,R08297,13,211,1,SCHV,84,121.92,7459.192408
20CS,A01021/R02107,A01021,R02107,15,17,2,SCHT,79,142.24,7466.733669
20CS,A08134/R12148,A08134,R12148,8,210,1,SCHV,81,167.64,7468.09936
20CS,A03121/R02107,A03121,R02107,18,208,2,SCHV,79,137.16,7470.535525
20CS,A01021/RTx2917,A01021,RTx2917,3,197,1,SCHV,82,149.86,7471.276719
20CS,ATx2931/R08297,ATx2931,R08297,13,203,1,SCHV,85,165.1,7471.658356
20CS,A03040/RTx2940,A03040,RTx2940,20,218,2,SCHV,75,139.7,7480.662451
20CS,A01362/R05330,A01362,R05330,23,199,2,SCHV,81,137.16,7481.855932
20CS,ATx2930/RTx2942,ATx2930,RTx2942,20,192,2,SCHV,81,142.24,7484.759523
20CS,A03121/R07178,A03121,R07178,5,25,1,SCHT,91,129.54,7487.249306
20CS,AN290/RTx2943,AN290,RTx2943,11,15,1,SCHT,87,116.84,7489.979426
20CS,A03032/RTx2943,A03032,RTx2943,21,191,2,SCHV,80,144.78,7492.173362
20CS,A03093/RTx2944,A03093,RTx2944,5,29,1,SCHT,87,129.54,7494.309895
20CS,A11085/R03248,A11085,R03248,9,217,1,SCHV,80,142.24,7498.675689
20CS,AKS119/RTx2914,AKS119,RTx2914,25,33,2,SCHT,78,129.54,7502.005072
20CS,A08158/R12154,A08158,R12154,9,191,1,SCHV,84,154.94,7502.478175
20CS,AHF14/86EON361,AHF14,86EON361,14,17,1,SCHT,84,127,7502.624521
20CS,A11085/R04104,A11085,R04104,15,3,2,SCHT,79,132.08,7502.703372
20CS,A01362/R04060,A01362,R04060,2,19,1,SCHT,91,119.38,7509.03349
20CS,AHF14/RTx2943,AHF14,RTx2943,23,201,2,SCHV,81,139.7,7519.435447
20CS,A11077/R01302,A11077,R01302,23,221,2,SCHV,81,137.16,7521.201698
20CS,A03121/R12157,A03121,R12157,14,208,2,SCHV,84,142.24,7529.819742
20CS,A05210/R05405,A05210,R05405,5,5,1,SCHT,91,170.18,7531.170924
20CS,ATx2924/R04060,ATx2924,R04060,20,198,2,SCHV,82,134.62,7532.688638
20CS,AKS120/R12071,AKS120,R12071,10,194,1,SCHV,75,144.78,7534.716673
20CS,ATx2934/R11208,ATx2934,R11208,13,5,1,SCHT,89,111.76,7535.854207
20CS,AKS119/R08304,AKS119,R08304,15,191,2,SCHV,79,177.8,7537.592508
20CS,A06035/RTx2936,A06035,RTx2936,6,29,1,SCHT,90,121.92,7541.463121
20CS,A01362/RTx2943,A01362,RTx2943,17,5,2,SCHT,87,137.16,7544.665082
20CS,A08140/R04060,A08140,R04060,21,203,2,SCHV,80,157.48,7545.676261
20CS,A03093/RTx2940,A03093,RTx2940,5,215,1,SCHV,84,132.08,7552.152725
20CS,A03055/RTx2943,A03055,RTx2943,21,193,2,SCHV,81,154.94,7552.625197
20CS,AHF14/RTx2915,AHF14,RTx2915,14,25,2,SCHT,88,121.92,7555.000174
20CS,ATx2921/R01302,ATx2921,R01302,11,211,1,SCHV,84,162.56,7558.954053
20CS,A05071/R11158,A05071,R11158,5,11,1,SCHT,87,142.24,7569.889671
20CS,A01362/R08304,A01362,R08304,19,31,2,SCHT,87,147.32,7570.253013
20CS,ATx2924/RTx2936,ATx2924,RTx2936,12,19,1,SCHT,82,160.02,7570.931759
20CS,A03093/R07178,A03093,R07178,25,193,2,SCHV,81,134.62,7574.30656
20CS,A07124/RTx2943,A07124,RTx2943,8,224,1,SCHV,81,144.78,7574.633947
20CS,A03055/R05330,A03055,R05330,4,13,1,SCHT,87,147.32,7576.842392
20CS,A07118/R12145,A07118,R12145,7,27,1,SCHT,91,119.38,7578.70074
20CS,ATx2934/RTx2935,ATx2934,RTx2935,25,3,2,SCHT,87,116.84,7579.344161
20CS,ATx2931/R07161,ATx2931,R07161,22,11,2,SCHT,87,167.64,7585.814317
20CS,A08068/R12156,A08068,R12156,16,204,2,SCHV,82,127,7588.442876
20CS,ATx2931/R08306,ATx2931,R08306,13,205,1,SCHV,81,167.64,7588.803696
20CS,A08158/R08224,A08158,R08224,17,15,2,SCHT,91,170.18,7588.874347
20CS,ATx2921/R12157,ATx2921,R12157,11,9,1,SCHT,89,134.62,7591.683947
20CS,ATx2934/R05386,ATx2934,R05386,13,7,1,SCHT,87,124.46,7593.049954
20CS,A11077/RTx2919,A11077,RTx2919,9,21,1,SCHT,89,129.54,7594.3144
20CS,A03040/RTx2942,A03040,RTx2942,18,15,2,SCHT,81,147.32,7594.786241
20CS,AKS118/RTx2912,AKS118,RTx2912,15,193,2,SCHV,84,142.24,7597.483559
20CS,ATx3408/RTx2935,ATx3408,RTx2935,14,7,1,SCHT,91,147.32,7613.141375
20CS,A01021/R07178,A01021,R07178,2,5,1,SCHT,89,142.24,7617.979641
20CS,ATx2924/RTx2920,ATx2924,RTx2920,12,214,1,SCHV,78,147.32,7618.083093
20CS,AN263/R11208,AN263,R11208,11,31,1,SCHT,93,109.22,7623.547747
20CS,ATx2926/R01302,ATx2926,R01302,12,208,1,SCHV,81,152.4,7623.919922
20CS,A11085/R12148,A11085,R12148,9,219,1,SCHV,81,129.54,7627.429084
20CS,ATx2924/88BE2668,ATx2924,88BE2668,12,23,1,SCHT,87,139.7,7630.76856
20CS,A11077/RTx2917,A11077,RTx2917,18,194,2,SCHV,81,132.08,7630.942662
20CS,A03032/R04060,A03032,R04060,17,19,2,SCHT,86,116.84,7631.299697
20CS,A03040/R12071,A03040,R12071,3,21,1,SCHT,84,144.78,7632.180299
20CS,AKS117/RTx2942,AKS117,RTx2942,10,218,1,SCHV,85,124.46,7635.775882
20CS,A08068/R03248,A08068,R03248,7,11,1,SCHT,91,132.08,7637.980542
20CS,ATx2934/88BE2668,ATx2934,88BE2668,15,217,2,SCHV,85,124.46,7638.072008
20CS,ATx2924/RTx2918,ATx2924,RTx2918,24,13,2,SCHT,83,149.86,7639.770763
20CS,A03054/RTx2941,A03054,RTx2941,20,5,2,SCHT,87,124.46,7640.148615
20CS,A03055/R05330,A03055,R05330,24,21,2,SCHT,83,147.32,7640.957305
20CS,A05269/RTx2936,A05269,RTx2936,7,191,1,SCHV,84,149.86,7644.697342
20CS,A11076/RTx2918,A11076,RTx2918,14,204,2,SCHV,85,137.16,7658.797072
20CS,A11076/RTx2938,A11076,RTx2938,9,203,1,SCHV,83,134.62,7658.945311
20CS,A07118/RTx2944,A07118,RTx2944,7,23,1,SCHT,87,129.54,7659.976045
20CS,A03043/86EON361,A03043,86EON361,4,3,1,SCHT,89,134.62,7660.946852
20CS,A05071/R02107,A05071,R02107,5,17,1,SCHT,87,132.08,7661.747342
20CS,A05071/R05405,A05071,R05405,15,213,2,SCHV,87,175.26,7663.763392
20CS,A03093/RTx2913,A03093,RTx2913,5,33,1,SCHT,91,134.62,7666.213434
20CS,A03093/R02107,A03093,R02107,4,29,1,SCHT,86,132.08,7666.45314
20CS,AKS119/RTx2918,AKS119,RTx2918,14,218,2,SCHV,79,149.86,7668.832532
20CS,A05210/R12145,A05210,R12145,6,206,1,SCHV,89,137.16,7672.74604
20CS,A01046/RTx2914,A01046,RTx2914,25,7,2,SCHT,84,129.54,7673.862563
20CS,ATx2934/RTx2935,ATx2934,RTx2935,13,3,1,SCHT,83,119.38,7675.120386
20CS,A01362/R05512,A01362,R05512,15,27,2,SCHT,90,119.38,7677.231057
20CS,AKS119/R05386,AKS119,R05386,23,25,2,SCHT,82,139.7,7683.002912
20CS,A03043/RTx2913,A03043,RTx2913,14,200,2,SCHV,87,142.24,7683.031298
20CS,A01362/RTx2919,A01362,RTx2919,16,17,2,SCHT,83,137.16,7685.495849
20CS,A06035/R05330,A06035,R05330,14,212,2,SCHV,81,144.78,7689.035921
20CS,ATx2930/R12154,ATx2930,R12154,22,9,2,SCHT,81,147.32,7689.978973
20CS,A03089/R08224,A03089,R08224,5,201,1,SCHV,90,180.34,7690.059085
20CS,A01046/RTx2914,A01046,RTx2914,2,17,1,SCHT,89,124.46,7694.489852
20CS,A03089/R04104,A03089,R04104,19,191,2,SCHV,84,144.78,7697.322162
20CS,AN290/R05386,AN290,R05386,19,29,2,SCHT,87,119.38,7697.786433
20CS,AKS118/86EON361,AKS118,86EON361,10,15,1,SCHT,83,124.46,7706.519914
20CS,ATx2930/R01302,ATx2930,R01302,12,194,1,SCHV,78,144.78,7707.973287
20CS,A03043/R05330,A03043,R05330,15,201,2,SCHV,87,144.78,7708.506316
20CS,A01021/R02107,A01021,R02107,2,3,1,SCHT,84,147.32,7711.603564
20CS,ATx2923/RTx2936,ATx2923,RTx2936,22,17,2,SCHT,81,149.86,7714.310974
20CS,A01021/R12145,A01021,R12145,26,17,2,SCHT,80,137.16,7723.339672
20CS,ATx2931/RTx2940,ATx2931,RTx2940,25,19,2,SCHT,80,142.24,7726.013649
20CS,A08068/R11158,A08068,R11158,26,21,2,SCHT,81,139.7,7730.701153
20CS,A11076/RTx2918,A11076,RTx2918,9,201,1,SCHV,84,139.7,7731.234183
20CS,A03040/R03248,A03040,R03248,20,208,2,SCHV,78,139.7,7735.687658
20CS,A05210/86EON361,A05210,86EON361,6,200,1,SCHV,84,149.86,7735.941872
20CS,A03040/RTx2940,A03040,RTx2940,4,216,1,SCHV,79,137.16,7736.439577
20CS,ATx2926/RTx2913,ATx2926,RTx2913,20,27,2,SCHT,87,149.86,7737.549792
20CS,A03089/88BE2668,A03089,88BE2668,21,213,2,SCHV,82,144.78,7737.725155
20CS,A07124/R01302,A07124,R01302,7,219,1,SCHV,81,149.86,7740.175829
20CS,ATx2921/R05330,ATx2921,R05330,18,25,2,SCHT,87,160.02,7744.88478
20CS,ATx2926/R01302,ATx2926,R01302,24,220,2,SCHV,81,147.32,7745.203336
20CS,A03089/88BE2668,A03089,88BE2668,5,205,1,SCHV,88,137.16,7746.373477
20CS,A03017/R04060,A03017,R04060,3,221,1,SCHV,85,134.62,7746.803686
20CS,AKS118/R01122,AKS118,R01122,25,17,2,SCHT,80,137.16,7748.31383
20CS,ATx2926/R08297,ATx2926,R08297,12,204,1,SCHV,81,152.4,7750.680607
20CS,A05210/R08224,A05210,R08224,5,3,1,SCHT,93,170.18,7751.313934
20CS,A05269/R12156,A05269,R12156,18,206,2,SCHV,84,137.16,7757.601788
20CS,AKS118/R08303,AKS118,R08303,15,207,2,SCHV,80,137.16,7761.025792
20CS,A03040/R12154,A03040,R12154,3,19,1,SCHT,87,154.94,7761.049131
20CS,AKS120/R08306,AKS120,R08306,21,15,2,SCHT,78,160.02,7763.481511
20CS,A03032/RTx2913,A03032,RTx2913,18,5,2,SCHT,86,129.54,7764.863603
20CS,AKS120/R08303,AKS120,R08303,22,206,2,SCHV,77,147.32,7765.811701
20CS,A06036/RTx2940,A06036,RTx2940,7,31,1,SCHT,85,124.46,7766.594529
20CS,A08134/RTx2936,A08134,RTx2936,21,225,2,SCHV,78,144.78,7766.662656
20CS,ATx2934/86EON361,ATx2934,86EON361,25,31,2,SCHT,80,116.84,7767.357172
20CS,A01362/R07178,A01362,R07178,24,196,2,SCHV,85,134.62,7768.189832
20CS,A07124/RTx2919,A07124,RTx2919,19,203,2,SCHV,79,144.78,7768.797296
20CS,A03089/RTx2917,A03089,RTx2917,15,25,2,SCHT,88,129.54,7768.944905
20CS,A11076/RTx2918,A11076,RTx2918,9,31,1,SCHT,91,124.46,7770.285994
20CS,ATx2930/R12148,ATx2930,R12148,23,203,2,SCHV,81,144.78,7770.456942
20CS,A05071/RTx2936,A05071,RTx2936,5,9,1,SCHT,87,127,7775.627642
20CS,A05269/RTx2919,A05269,RTx2919,6,17,1,SCHT,92,132.08,7780.059039
20CS,A05071/RTx2918,A05071,RTx2918,22,226,2,SCHV,87,139.7,7790.176504
20CS,A05269/RTx2936,A05269,RTx2936,18,200,2,SCHV,81,144.78,7790.733504
20CS,A07124/R11158,A07124,R11158,7,17,1,SCHT,87,132.08,7791.369985
20CS,A08134/R07178,A08134,R07178,23,3,2,SCHT,81,142.24,7791.927616
20CS,A08158/RTx2939,A08158,RTx2939,9,195,1,SCHV,89,165.1,7796.195635
20CS,A03055/RTx2936,A03055,RTx2936,5,195,1,SCHV,87,132.08,7799.583053
20CS,ATx2931/R08304,ATx2931,R08304,15,11,2,SCHT,87,162.56,7799.648025
20CS,ATx2923/R12145,ATx2923,R12145,23,215,2,SCHV,85,129.54,7799.793741
20CS,A05210/R05512,A05210,R05512,22,194,2,SCHV,81,162.56,7807.516043
20CS,A05210/R05512,A05210,R05512,6,208,1,SCHV,88,142.24,7808.616165
20CS,A03043/RTx2913,A03043,RTx2913,4,204,1,SCHV,87,134.62,7813.904195
20CS,AKS118/RTx2912,AKS118,RTx2912,10,214,1,SCHV,84,137.16,7814.265015
20CS,A11076/R12154,A11076,R12154,9,33,1,SCHT,91,137.16,7815.490044
20CS,A01362/RTx2914,A01362,RTx2914,3,215,1,SCHV,89,134.62,7816.796431
20CS,A03055/RTx2943,A03055,RTx2943,5,197,1,SCHV,84,147.32,7828.377991
20CS,A01362/R04060,A01362,R04060,23,9,2,SCHT,85,132.08,7828.624005
20CS,A06035/R03248,A06035,R03248,16,25,2,SCHT,87,121.92,7832.727385
20CS,A03054/R05405,A03054,R05405,18,13,2,SCHT,87,137.16,7835.947639
20CS,A11077/R01302,A11077,R01302,9,205,1,SCHV,82,144.78,7837.669103
20CS,A11085/R02107,A11085,R02107,9,215,1,SCHV,82,144.78,7843.659848
20CS,A05269/R07161,A05269,R07161,6,196,1,SCHV,89,160.02,7846.851085
20CS,A11085/RTx2942,A11085,RTx2942,9,13,1,SCHT,86,134.62,7853.670707
20CS,ATx2931/R08306,ATx2931,R08306,22,220,2,SCHV,82,165.1,7855.428127
20CS,A08158/RTx2914,A08158,RTx2914,9,193,1,SCHV,83,152.4,7870.026192
20CS,A01362/R12145,A01362,R12145,21,215,2,SCHV,85,137.16,7871.285276
20CS,A05071/R04060,A05071,R04060,18,218,2,SCHV,82,144.78,7875.370363
20CS,A11085/R04104,A11085,R04104,9,17,1,SCHT,86,121.92,7877.233758
20CS,A01046/R11208,A01046,R11208,18,19,2,SCHT,83,119.38,7879.854118
20CS,ATx2930/R05425,ATx2930,R05425,13,191,1,SCHV,79,172.72,7883.670481
20CS,AN290/RTx2943,AN290,RTx2943,21,7,2,SCHT,87,139.7,7884.233159
20CS,A05269/RTx2944,A05269,RTx2944,23,217,2,SCHV,81,152.4,7891.868409
20CS,ATx2923/R08297,ATx2923,R08297,23,7,2,SCHT,84,137.16,7894.167689
20CS,AKS120/R07161,AKS120,R07161,17,13,2,SCHT,84,170.18,7901.368317
20CS,A05269/RTx2943,A05269,RTx2943,6,19,1,SCHT,89,144.78,7904.599295
20CS,A05269/86EON361,A05269,86EON361,6,21,1,SCHT,91,134.62,7906.331482
20CS,A03040/RTx2942,A03040,RTx2942,3,15,1,SCHT,87,147.32,7915.57276
20CS,A05210/R12145,A05210,R12145,16,196,2,SCHV,85,137.16,7918.265662
20CS,ATx2931/R01302,ATx2931,R01302,23,11,2,SCHT,81,157.48,7919.159511
20CS,A08158/RTx2917,A08158,RTx2917,8,29,1,SCHT,91,129.54,7919.641446
20CS,A08158/R12071,A08158,R12071,8,192,1,SCHV,84,167.64,7921.020383
20CS,A05071/RTx2936,A05071,RTx2936,21,27,2,SCHT,83,142.24,7926.228301
20CS,ATx2921/R01302,ATx2921,R01302,18,226,2,SCHV,81,154.94,7930.932837
20CS,A01362/R12145,A01362,R12145,3,213,1,SCHV,90,124.46,7932.789923
20CS,A08068/R07161,A08068,R07161,22,212,2,SCHV,81,147.32,7935.655035
20CS,A03089/R04104,A03089,R04104,5,199,1,SCHV,87,137.16,7938.196544
20CS,ATx2926/R12154,ATx2926,R12154,12,202,1,SCHV,86,127,7941.059763
20CS,ATx2930/R03248,ATx2930,R03248,12,192,1,SCHV,79,149.86,7942.96353
20CS,A03040/R07178,A03040,R07178,4,220,1,SCHV,87,147.32,7944.647776
20CS,ATx2934/R08297,ATx2934,R08297,25,191,2,SCHV,81,119.38,7946.60453
20CS,AN290/R02107,AN290,R02107,11,23,1,SCHT,87,119.38,7950.842902
20CS,A08140/R12148,A08140,R12148,14,202,2,SCHV,83,147.32,7954.842199
20CS,A08158/R05330,A08158,R05330,8,21,1,SCHT,91,144.78,7960.321993
20CS,ATx644/86EON361,ATx644,86EON361,14,13,1,SCHT,84,129.54,7967.006622
20CS,A07118/R12148,A07118,R12148,7,215,1,SCHV,88,127,7968.193164
20CS,A11085/R12148,A11085,R12148,24,206,2,SCHV,80,137.16,7969.389169
20CS,A08134/RTx2943,A08134,RTx2943,21,209,2,SCHV,76,167.64,7969.450988
20CS,AN290/R07161,AN290,R07161,11,205,1,SCHV,87,154.94,7976.792284
20CS,A07124/R11208,A07124,R11208,7,225,1,SCHV,87,127,7980.767611
20CS,A07124/R07178,A07124,R07178,7,223,1,SCHV,84,139.7,7981.446356
20CS,A07124/RTx2919,A07124,RTx2919,8,226,1,SCHV,84,142.24,7988.329688
20CS,ATx2923/R11158,ATx2923,R11158,17,203,2,SCHV,84,170.18,7988.402862
20CS,ATx2934/R12157,ATx2934,R12157,13,213,1,SCHV,84,144.78,7990.417649
20CS,ATx2924/RTx2920,ATx2924,RTx2920,19,217,2,SCHV,78,147.32,8004.279566
20CS,A01046/R05386,A01046,R05386,16,15,2,SCHT,82,129.54,8006.264706
20CS,A08134/R02107,A08134,R02107,8,216,1,SCHV,81,154.94,8009.148742
20CS,A05269/RTx2944,A05269,RTx2944,7,193,1,SCHV,84,144.78,8011.401343
20CS,A03040/R12154,A03040,R12154,21,19,2,SCHT,79,154.94,8015.092807
20CS,A05210/RTx2938,A05210,RTx2938,21,217,2,SCHV,81,142.24,8017.657026
20CS,ATx2923/RTx2913,ATx2923,RTx2913,19,5,2,SCHT,87,137.16,8018.783011
20CS,A08158/R03248,A08158,R03248,19,221,2,SCHV,81,160.02,8025.641742
20CS,A11076/R08297,A11076,R08297,26,25,2,SCHT,84,119.38,8027.82937
20CS,ATx2921/R07178,ATx2921,R07178,21,29,2,SCHT,85,142.24,8030.726022
20CS,ATx2923/R04104,ATx2923,R04104,11,219,1,SCHV,82,154.94,8035.347292
20CS,AKS118/RTx2918,AKS118,RTx2918,10,212,1,SCHV,82,137.16,8038.259083
20CS,A06036/R08306,A06036,R08306,6,33,1,SCHT,87,116.84,8041.297035
20CS,ATx2924/R05512,ATx2924,R05512,12,13,1,SCHT,87,142.24,8046.49549
20CS,AKS118/R08303,AKS118,R08303,10,216,1,SCHV,82,139.7,8051.399991
20CS,A03055/RTx2918,A03055,RTx2918,4,17,1,SCHT,87,134.62,8053.257078
20CS,ATx2931/R08297,ATx2931,R08297,23,211,2,SCHV,81,162.56,8058.290893
20CS,A07124/R07178,A07124,R07178,24,222,2,SCHV,79,132.08,8060.479783
20CS,A01362/R05330,A01362,R05330,3,209,1,SCHV,88,137.16,8062.542512
20CS,ATx2927/RTx2937,ATx2927,RTx2937,13,31,1,SCHT,87,124.46,8063.269198
20CS,A08158/RTx2917,A08158,RTx2917,20,33,2,SCHT,87,144.78,8064.963537
20CS,A07118/R08224,A07118,R08224,19,11,2,SCHT,87,154.94,8067.124672
20CS,ATx2924/RTx2936,ATx2924,RTx2936,24,31,2,SCHT,78,152.4,8067.568127
20CS,A03121/R08224,A03121,R08224,5,221,1,SCHV,91,165.1,8083.844131
20CS,ATx2931/RTx2936,ATx2931,RTx2936,22,222,2,SCHV,82,172.72,8086.909838
20CS,A08158/R07178,A08158,R07178,8,194,1,SCHV,87,165.1,8087.244164
20CS,AN290/R12154,AN290,R12154,11,19,1,SCHT,87,134.62,8095.340533
20CS,ATx2924/R08224,ATx2924,R08224,17,225,2,SCHV,86,175.26,8096.071004
20CS,AN290/RTx2942,AN290,RTx2942,20,200,2,SCHV,82,142.24,8096.283584
20CS,A08134/R04060,A08134,R04060,7,3,1,SCHT,84,134.62,8103.578832
20CS,A03043/R12148,A03043,R12148,24,23,2,SCHT,84,132.08,8103.682284
20CS,AKS120/RTx2944,AKS120,RTx2944,11,33,1,SCHT,81,149.86,8104.707971
20CS,A03043/R01302,A03043,R01302,4,212,1,SCHV,85,129.54,8107.817835
20CS,A01046/RTx2935,A01046,RTx2935,24,216,2,SCHV,79,137.16,8110.521461
20CS,A05071/RTx2918,A05071,RTx2918,6,214,1,SCHV,87,147.32,8111.145956
20CS,AKS120/R12148,AKS120,R12148,10,31,1,SCHT,85,162.56,8113.303306
20CS,AKS118/RTx2943,AKS118,RTx2943,10,210,1,SCHV,81,142.24,8113.54932
20CS,A01362/RTx2943,A01362,RTx2943,2,29,1,SCHT,89,129.54,8116.561408
20CS,AHF14/R07161,AHF14,R07161,14,226,1,SCHV,86,144.78,8123.88315
20CS,ATx2924/R05386,ATx2924,R05386,18,17,2,SCHT,87,127,8124.098885
20CS,A06035/RTx2936,A06035,RTx2936,26,29,2,SCHT,81,129.54,8135.756142
20CS,A08140/R05386,A08140,R05386,23,5,2,SCHT,87,132.08,8136.168057
20CS,A08140/R12156,A08140,R12156,8,17,1,SCHT,91,119.38,8139.69362
20CS,A07124/RTx2943,A07124,RTx2943,16,214,2,SCHV,79,149.86,8140.903502
20CS,ATx2931/RTx2943,ATx2931,RTx2943,13,209,1,SCHV,81,170.18,8141.09022
20CS,ATx2924/RTx2918,ATx2924,RTx2918,12,17,1,SCHT,87,144.78,8152.205617
20CS,ATx2924/86EON361,ATx2924,86EON361,17,221,2,SCHV,81,154.94,8155.712256
20CS,ATx2931/RTx2940,ATx2931,RTx2940,13,9,1,SCHT,83,134.62,8157.638731
20CS,A05071/RTx2942,A05071,RTx2942,6,212,1,SCHV,81,139.7,8164.55865
20CS,ATx2930/R02107,ATx2930,R02107,13,29,1,SCHT,86,139.7,8166.208834
20CS,A03043/R05330,A03043,R05330,4,210,1,SCHV,87,147.32,8167.866586
20CS,A03055/R08297,A03055,R08297,4,15,1,SCHT,87,124.46,8167.96373
20CS,A08158/R12071,A08158,R12071,20,224,2,SCHV,79,149.86,8171.14109
20CS,ATx2924/R12145,ATx2924,R12145,12,216,1,SCHV,87,139.7,8179.272783
20CS,ATx2926/R08304,ATx2926,R08304,12,29,1,SCHT,87,149.86,8192.031424
20CS,A11077/RTx2943,A11077,RTx2943,15,29,2,SCHT,87,139.7,8194.762174
20CS,A03040/RTx2917,A03040,RTx2917,3,17,1,SCHT,87,147.32,8198.136345
20CS,A08068/RTx2941,A08068,RTx2941,24,224,2,SCHV,81,144.78,8201.697864
20CS,A07124/R05425,A07124,R05425,7,19,1,SCHT,87,157.48,8227.86992
20CS,A03043/R01122,A03043,R01122,3,13,1,SCHT,91,124.46,8229.451976
20CS,A07124/R05425,A07124,R05425,20,13,2,SCHT,84,167.64,8232.213636
20CS,A11076/R04060,A11076,R04060,15,33,2,SCHT,87,132.08,8233.732612
20CS,A11077/RTx2935,A11077,RTx2935,24,194,2,SCHV,81,132.08,8233.78623
20CS,AKS120/RTx2935,AKS120,RTx2935,10,33,1,SCHT,85,149.86,8239.163834
20CS,A01046/R12156,A01046,R12156,19,215,2,SCHV,83,121.92,8239.390293
20CS,AKS118/RTx2943,AKS118,RTx2943,23,225,2,SCHV,81,160.02,8240.060837
20CS,A03040/86EON361,A03040,86EON361,4,214,1,SCHV,80,144.78,8254.469661
20CS,ATx2921/RTx2918,ATx2921,RTx2918,11,7,1,SCHT,91,139.7,8258.492929
20CS,A06036/R04104,A06036,R04104,24,208,2,SCHV,81,116.84,8261.728953
20CS,A06036/R04104,A06036,R04104,7,205,1,SCHV,83,119.38,8262.069587
20CS,A05269/R11208,A05269,R11208,6,15,1,SCHT,92,129.54,8264.465381
20CS,ATx2931/R08304,ATx2931,R08304,13,13,1,SCHT,86,172.72,8265.903614
20CS,A03040/R08306,A03040,R08306,3,23,1,SCHT,84,142.24,8267.105295
20CS,A01362/RTx2919,A01362,RTx2919,2,27,1,SCHT,92,129.54,8269.484057
20CS,A05269/88BE2668,A05269,88BE2668,7,195,1,SCHV,87,142.24,8272.532102
20CS,A07118/RTx2919,A07118,RTx2919,15,203,2,SCHV,84,132.08,8273.866883
20CS,A03043/R01122,A03043,R01122,20,11,2,SCHT,87,132.08,8273.987366
20CS,A08068/RTx2919,A08068,RTx2919,18,9,2,SCHT,87,134.62,8276.841754
20CS,A05071/R08297,A05071,R08297,18,216,2,SCHV,81,142.24,8279.42805
20CS,ATx2921/RTx2918,ATx2921,RTx2918,18,3,2,SCHT,84,142.24,8279.730206
20CS,A06036/RTx2919,A06036,RTx2919,7,209,1,SCHV,89,124.46,8281.874939
20CS,AHF14/86EON361,AHF14,86EON361,15,9,2,SCHT,82,116.84,8282.521513
20CS,A03040/RTx2917,A03040,RTx2917,19,3,2,SCHT,82,137.16,8289.016271
20CS,ATx3408/RTx2935,ATx3408,RTx2935,26,5,2,SCHT,87,134.62,8291.432249
20CS,ATx2923/R05330,ATx2923,R05330,11,221,1,SCHV,84,154.94,8308.258314
20CS,ATx2923/R05425,ATx2923,R05425,11,223,1,SCHV,87,165.1,8310.814332
20CS,AKS120/R07161,AKS120,R07161,10,27,1,SCHT,85,182.88,8311.069177
20CS,A08134/R11158,A08134,R11158,23,19,2,SCHT,79,162.56,8312.101172
20CS,A03093/R12148,A03093,R12148,22,216,2,SCHV,82,137.16,8314.061711
20CS,A03032/R08297,A03032,R08297,3,225,1,SCHV,87,116.84,8316.923037
20CS,A08158/R01302,A08158,R01302,20,3,2,SCHT,87,124.46,8327.24299
20CS,AKS120/R04060,AKS120,R04060,20,19,2,SCHT,84,154.94,8328.363298
20CS,A03017/RTx2918,A03017,RTx2918,26,31,2,SCHT,81,132.08,8331.494608
20CS,A11077/R08306,A11077,R08306,9,25,1,SCHT,88,127,8333.118298
20CS,A03055/R07161,A03055,R07161,5,191,1,SCHV,87,144.78,8336.204191
20CS,AKS119/RTx2919,AKS119,RTx2919,10,23,1,SCHT,87,144.78,8337.137781
20CS,A11077/R08306,A11077,R08306,21,31,2,SCHT,82,132.08,8341.577379
